,Velo,SpinRate,HorzBreak,InducedVertBreak,InPlay
1080,97.8,2598.0,-1.41,16.27,0.213220061893989
1081,92.01,2336.0,10.24,19.83,0.2272181021400065
1082,95.29,2336.0,17.43,5.96,0.35407085845429737
1083,91.86,1932.0,15.65,8.41,0.34561442202544007
1084,90.96,2158.0,12.05,7.97,0.3294962785866709
1085,93.44,2357.0,10.03,17.11,0.24428049032675386
1086,96.65,2551.0,8.77,17.99,0.2275814953153625
1087,90.27,2066.0,15.29,8.44,0.3393730533524799
1088,95.47,2445.0,-2.95,6.12,0.28796378901432684
1089,88.51,2202.0,10.04,16.64,0.25476867679948106
1090,92.99,2550.0,6.68,5.93,0.31399610044492776
1091,88.23,1880.0,3.92,14.99,0.2623726106976236
1092,94.23,2400.0,5.47,16.39,0.2362594812776874
1093,94.4,2206.0,14.86,13.88,0.28620571319762383
1094,94.19,2348.0,12.89,15.4,0.26411742831362595
1095,95.66,2174.0,10.48,16.66,0.2541696624340418
1096,95.93,2325.0,13.22,15.91,0.26138668155500444
1097,93.01,2286.0,9.04,18.81,0.23253486100931628
1098,92.15,2209.0,12.7,10.87,0.30484771924229737
1099,98.21,2249.0,11.47,12.17,0.2870615551210638
1100,94.07,2241.0,6.69,16.45,0.24427229757744898
1101,93.6,2586.0,7.71,18.84,0.21931264245432947
1102,95.48,2240.0,16.64,10.98,0.3128377240045704
1103,91.72,2025.0,15.94,10.35,0.3261653201452415
1105,95.07,2381.0,-2.98,11.46,0.25017728832185154
1106,94.24,2038.0,13.52,7.26,0.3435831842336697
1107,97.77,2188.0,4.86,15.62,0.24605187604940512
1108,89.82,2358.0,14.7,15.19,0.2717920605620227
1109,92.78,2293.0,7.47,19.01,0.22724240709348817
1110,93.07,1976.0,5.96,16.14,0.2541167701641268
1111,97.25,2511.0,12.97,17.65,0.24129981629494923
1112,96.11,2362.0,5.85,18.55,0.22314936981720174
1113,91.01,2364.0,7.09,15.62,0.24805395510575445
1114,96.08,2092.0,15.04,7.81,0.34047971164410856
1115,94.9,2621.0,5.73,21.69,0.1954943276569309
1116,95.89,2432.0,4.47,19.61,0.2109397768250005
1117,92.35,1896.0,12.53,12.13,0.3062670846537484
1118,93.77,2503.0,5.76,9.04,0.28782744074804073
1119,91.85,2024.0,5.64,17.18,0.24462440394191687
1120,97.38,2010.0,17.36,8.97,0.34043706326446643
1121,93.73,2157.0,18.09,3.71,0.38458807806091155
1122,94.3,2229.0,5.92,16.58,0.24175369665073773
1123,95.05,2317.0,11.42,11.34,0.29211575403626455
1124,86.35,1884.0,13.49,8.27,0.3445335487477195
1125,91.65,2576.0,14.56,14.29,0.26961086006998414
1126,91.08,1945.0,2.6,17.88,0.23510683881244926
1127,88.94,2131.0,11.78,12.26,0.29532937189163405
1128,94.74,2111.0,19.41,13.3,0.3072826850870674
1129,96.74,2421.0,3.83,17.68,0.2220677839047507
1130,92.61,2513.0,9.32,15.18,0.2511921621368235
1131,94.64,2209.0,17.25,8.32,0.3386293547101135
1132,92.19,2474.0,3.19,13.52,0.2489537818648484
1133,94.9,1961.0,16.65,11.23,0.32216304967051473
1134,92.36,2053.0,15.39,11.34,0.3148905814406272
1135,94.52,2406.0,12.63,15.6,0.25976648949425557
1136,96.26,2146.0,13.33,15.91,0.2679715783396894
1137,95.38,2229.0,12.24,13.2,0.2830027120302316
1138,91.75,2389.0,6.24,16.52,0.23847342850518152
1139,93.21,2371.0,9.1,14.89,0.25747350100869587
1140,91.89,2190.0,3.59,16.06,0.2417403455571174
1141,97.42,2763.0,1.69,19.68,0.19408814224122417
1142,94.24,2261.0,9.83,13.05,0.27679265259384755
1143,94.24,1992.0,16.42,7.0,0.3567627050715503
1144,87.81,1704.0,2.16,8.83,0.31248500133366974
1145,93.08,2097.0,2.34,18.34,0.22572119575986488
1146,94.79,1883.0,11.33,9.74,0.32198399853997417
1147,93.49,2170.0,1.69,19.69,0.2129215273356682
1148,98.04,2461.0,13.84,14.79,0.2657143251726287
1149,93.13,1995.0,12.36,12.92,0.2952736339369456
1150,93.35,2400.0,9.07,19.01,0.22741943717392132
1151,95.63,2296.0,16.47,8.41,0.3315077759482898
1152,93.45,2161.0,18.49,10.23,0.3285886046458313
1153,93.21,2451.0,12.08,13.46,0.2731849681294855
1154,93.51,2151.0,10.44,14.77,0.26965920357096157
1155,95.68,2442.0,15.02,13.76,0.2782835935801572
1156,91.42,2319.0,7.94,20.77,0.21633347921854915
1157,90.38,1951.0,14.28,11.38,0.31616115399645284
1158,95.88,2305.0,11.95,15.02,0.26537659856153684
1159,94.48,2171.0,6.59,18.52,0.23184527231503413
1160,96.78,2482.0,10.67,13.1,0.26964820127172573
1161,93.23,2428.0,8.88,17.67,0.2352071397581143
1162,92.35,2488.0,10.95,7.51,0.3162133058116249
1163,96.46,1980.0,7.29,17.21,0.2484687260464399
1164,99.75,2129.0,16.12,8.55,0.3343553448954733
1165,93.63,1970.0,17.58,14.28,0.3000117555778377
1166,92.53,2150.0,2.99,19.67,0.21696652287335022
1167,90.4,2116.0,19.01,8.64,0.3469351571026722
1168,92.83,2163.0,16.26,17.29,0.2660963837765135
1169,92.22,2097.0,10.94,17.13,0.255871691298427
1170,92.45,2400.0,4.66,18.66,0.21961816604935447
1171,96.38,2582.0,3.85,18.62,0.2110930339039366
1172,86.8,2304.0,11.82,12.78,0.28560757286996846
1173,91.1,2149.0,6.5,14.26,0.2639480186253315
1174,98.7,2229.0,6.85,14.98,0.25398325527850224
1175,91.78,1920.0,2.15,9.58,0.2963625296753737
1176,90.8,2452.0,6.65,16.17,0.24014560830497614
1177,92.27,2301.0,6.97,17.36,0.2372031715327049
1178,89.85,2352.0,7.7,19.85,0.22126644812021581
1179,95.43,2294.0,4.55,17.67,0.228358975331591
1180,97.89,2385.0,16.23,9.1,0.3204431588050191
1181,93.41,1862.0,10.97,8.71,0.33100448025745205
1182,93.45,2658.0,4.96,15.11,0.23554606523111804
1183,95.48,2260.0,13.33,8.87,0.319767285829545
1184,92.84,2337.0,10.35,19.84,0.22710560703112023
1185,93.21,2230.0,10.95,14.48,0.27046203332857416
1186,93.51,2078.0,9.28,16.69,0.2549775744803392
1187,94.05,2216.0,15.37,11.89,0.30324235017332346
1188,93.2,2093.0,-0.78,19.07,0.21373260150989654
1189,94.57,2409.0,7.69,21.6,0.2067066723880291
1190,95.06,2130.0,5.8,16.58,0.24454295161566525
1191,96.75,2316.0,10.36,14.79,0.2621686110597854
1192,92.04,2375.0,2.43,19.5,0.2099787508081781
1193,91.27,2056.0,15.54,7.59,0.34746878420666744
1194,96.57,2307.0,7.34,17.2,0.2375505369055008
1195,94.25,2355.0,4.91,17.86,0.22636132419153254
1196,94.68,2611.0,8.98,15.07,0.24700531994242084
1197,98.54,2189.0,10.97,15.16,0.2649119188993955
1198,93.95,2265.0,1.72,17.93,0.22132569285294926
1199,92.13,2038.0,12.2,2.47,0.3827470129044146
1200,97.81,2197.0,11.54,16.4,0.2572312522691778
1201,93.4,2427.0,15.91,12.12,0.29504978211668553
1202,93.71,2387.0,5.32,16.76,0.23395150306181184
1203,92.34,2294.0,8.54,20.0,0.22328220585304528
1204,94.12,2476.0,6.86,19.4,0.21696726690801046
1205,92.76,2524.0,8.82,15.87,0.2445657528134995
1206,92.4,2524.0,5.17,14.9,0.2423774873830375
1207,93.39,2161.0,11.79,13.57,0.2821900971398104
1208,86.98,1857.0,13.57,8.18,0.3464137882007709
1209,98.12,2404.0,15.82,9.92,0.31159824665419406
1210,96.98,2124.0,14.73,12.33,0.30025589058934676
1211,98.69,2449.0,9.22,16.3,0.24300999976518267
1212,95.52,2403.0,5.08,17.56,0.22681002635615224
1213,93.46,2224.0,6.48,14.42,0.259181206862112
1214,97.64,2202.0,8.03,17.15,0.24277328858720768
1215,94.22,2098.0,15.62,6.17,0.35708627361551654
1216,96.22,2551.0,3.63,22.11,0.19015682542037915
1217,95.35,2665.0,-1.89,8.78,0.2625003875103973
1218,97.5,1928.0,17.27,11.69,0.32041427588637333
1219,95.25,1944.0,18.72,5.61,0.3780204308675662
1220,94.91,2667.0,9.3,21.69,0.20188323032278058
1221,94.91,2234.0,5.89,14.51,0.2561077269293205
1222,96.33,1993.0,11.29,13.35,0.28768806653450596
1223,95.08,2289.0,13.78,12.89,0.2875628263902667
1224,94.55,2449.0,3.85,18.65,0.2155920121876491
1225,87.2,1917.0,14.53,15.18,0.28878098001250363
1226,92.0,2138.0,5.17,17.16,0.23968579530700806
1227,92.12,2234.0,15.79,12.1,0.30282372939786406
1228,93.73,2252.0,3.54,20.53,0.20917049685431616
1229,93.7,2008.0,12.82,6.15,0.3525513201649402
1230,96.49,2115.0,9.61,14.18,0.27208396550378366
1231,97.35,2188.0,14.61,12.28,0.29769776598398723
1232,94.73,2295.0,4.04,19.25,0.21688460948836186
1233,94.72,2136.0,7.89,16.99,0.24682267351344397
1234,92.0,2153.0,17.54,9.56,0.3323366418034244
1235,93.07,1979.0,14.1,10.53,0.3204685822225764
1236,95.71,2123.0,11.29,14.65,0.2730524641418308
1237,92.41,2096.0,18.53,5.96,0.368987552113719
1238,93.38,2457.0,9.95,20.27,0.2192978447519022
1239,92.41,2498.0,2.65,19.01,0.20971532493895376
1240,90.76,2089.0,6.99,17.84,0.24153421135841993
1241,97.33,2184.0,15.76,11.05,0.3111511930482668
1242,94.32,2625.0,10.2,17.26,0.23436963673187744
1243,97.28,2520.0,1.05,19.93,0.19830211839337136
1244,93.3,2104.0,17.15,7.98,0.34617931156017656
1245,91.81,2134.0,7.07,14.22,0.2660344986671445
1246,95.15,2271.0,6.38,14.65,0.2549746511615288
1247,96.28,2219.0,8.83,9.96,0.2990476023468392
1248,95.6,2351.0,5.63,21.74,0.20268775830672828
1249,95.84,2536.0,7.12,19.73,0.21301761514112597
1250,90.51,2339.0,10.69,11.15,0.29250479717826133
1251,87.85,2188.0,12.27,15.47,0.2700572675358812
1252,93.78,2352.0,2.47,20.34,0.20493384321084296
1253,91.23,2277.0,6.78,14.91,0.255318431954694
1254,94.08,1935.0,8.21,16.48,0.2585505951674962
1255,93.84,2042.0,17.0,5.78,0.3674270323921153
1256,94.68,2077.0,8.44,9.18,0.310432464578313
1257,97.11,2408.0,6.83,13.53,0.25880820064160687
1258,92.52,2629.0,3.69,12.31,0.253464736152514
1259,96.17,2147.0,10.03,14.62,0.2688446322811419
1260,93.65,2241.0,12.88,9.19,0.3172884841194618
1261,92.17,1931.0,7.3,16.05,0.2601695151627153
1262,94.38,2041.0,10.21,15.86,0.2645173246348039
1263,94.86,2468.0,5.15,18.82,0.21679661301213551
1264,93.65,2151.0,14.28,10.9,0.3108584270225367
1265,94.64,2465.0,3.9,10.75,0.2706298723728091
1266,97.76,2199.0,19.08,2.63,0.39397334806916157
1267,96.51,2111.0,12.23,16.28,0.263449145148451
1268,96.26,2634.0,10.42,19.83,0.21677522628096904
1269,94.79,2183.0,13.51,5.66,0.35115411381099004
1270,92.65,2382.0,3.51,15.64,0.23776690937418313
1271,92.45,2024.0,0.06,15.64,0.24128540096006884
1272,95.16,2457.0,10.11,17.85,0.23536243754495684
1273,96.61,2356.0,10.0,12.69,0.27561721599563177
1274,91.79,2020.0,0.54,18.95,0.22030577846074623
1275,92.49,2467.0,10.47,11.46,0.2838510869186073
1276,97.13,2346.0,11.51,15.43,0.25925976168968934
1277,98.31,2297.0,8.08,16.19,0.24622447630769143
1278,90.47,2179.0,1.99,15.52,0.24240164077443319
1279,96.77,2497.0,8.33,21.32,0.20655397915000026
1280,90.72,2230.0,11.66,14.67,0.271866928357989
1281,94.66,2450.0,8.54,18.71,0.22611888866262753
1282,94.18,2578.0,15.2,15.01,0.2649076518518715
1283,97.8,2662.0,4.7,21.38,0.1931151816953915
1284,93.69,2016.0,5.17,13.57,0.26940361751121056
1285,95.14,2497.0,12.17,14.38,0.2641214226985603
1286,94.83,2006.0,14.64,15.07,0.2836477056225676
1287,89.18,2254.0,4.03,19.89,0.215768037548099
1288,96.87,2184.0,18.55,0.85,0.4096911547909444
1289,96.02,2020.0,14.15,10.64,0.3168496946451789
1290,93.16,2214.0,18.22,8.98,0.3363524260521056
1291,90.61,2635.0,3.9,17.39,0.2193606860059582
1292,91.83,2319.0,4.4,19.54,0.21601440196603744
1293,93.96,2031.0,8.29,17.28,0.24964350519244705
1294,89.97,2090.0,17.58,7.02,0.35792755947313537
1295,93.59,2100.0,4.44,17.27,0.23783767772231892
1296,98.45,2319.0,13.95,9.56,0.31231651707769964
1297,94.99,2138.0,6.84,17.64,0.23944884478565676
1298,95.8,2189.0,11.74,16.49,0.2581028218741723
1299,94.6,2310.0,13.22,15.09,0.26853087102211814
1300,98.62,2361.0,14.55,9.58,0.31217683926579853
1301,96.02,2296.0,10.55,16.25,0.25294089974076656
1302,96.96,2222.0,6.96,17.4,0.23792730225258713
1303,94.65,2445.0,10.87,8.46,0.308927481708929
1304,97.31,2327.0,11.01,12.69,0.27917916700242196
1305,93.72,2039.0,15.16,8.37,0.3392270952852775
1306,93.87,2336.0,4.35,19.83,0.2128507958709159
1307,93.58,2125.0,10.87,9.4,0.31428007911973854
1308,93.45,2035.0,14.12,11.92,0.3066959567822085
1309,93.03,2359.0,9.46,17.44,0.2406085380012035
1310,90.91,2160.0,20.51,7.59,0.35871041076294646
1311,96.47,2148.0,13.73,12.61,0.29444846157321114
1312,88.99,1833.0,16.76,10.78,0.33395419267058607
1313,93.79,2506.0,4.62,16.61,0.2293499488948481
1314,91.64,2235.0,6.07,15.56,0.2501053736967001
1315,92.77,2260.0,12.01,7.33,0.3298841171072918
1316,96.65,2653.0,5.71,16.63,0.2261128678090879
1317,92.41,2014.0,13.59,9.31,0.32804563672849446
1318,96.52,2245.0,2.34,17.52,0.22530826679756666
1319,92.83,2207.0,11.11,19.15,0.23794237226077225
1320,92.41,2302.0,9.75,19.41,0.2298476510811391
1321,92.25,2253.0,15.14,10.27,0.3150960800849938
1322,93.48,2018.0,16.01,8.24,0.3439222120562642
1323,91.09,1998.0,11.94,18.68,0.25107099212830125
1324,97.59,2573.0,3.24,20.6,0.19732151361440992
1325,93.89,2358.0,4.54,16.58,0.23417915395449904
1326,94.31,2250.0,8.95,17.27,0.24376758583409391
1327,95.7,2149.0,14.09,10.71,0.31111019411136015
1328,94.29,2282.0,7.81,17.89,0.23554547450582053
1329,95.06,1951.0,14.36,6.89,0.35267792246280005
1330,95.78,2324.0,10.68,15.6,0.25711337254024247
1331,87.49,2008.0,11.92,11.96,0.30346588369929767
1332,93.13,2247.0,4.03,13.53,0.25862609355131844
1333,93.26,2346.0,14.74,16.42,0.2618423533942103
1334,95.14,2459.0,9.29,17.73,0.23412247443222492
1335,95.7,2278.0,12.98,15.84,0.26303154795645134
1336,92.79,2265.0,5.55,6.88,0.3142305283985961
1337,97.95,2509.0,7.97,18.52,0.2230571498297946
1338,90.42,2393.0,7.72,18.7,0.22747631897578963
1339,93.81,2600.0,10.55,13.24,0.26512306025457777
1340,95.35,2086.0,3.91,16.31,0.24309619810884792
1341,91.39,1879.0,6.16,12.94,0.282832083763998
1342,92.65,2238.0,9.35,15.36,0.2595738264278845
1343,94.93,2281.0,11.99,14.74,0.2687995845837876
1344,93.94,2443.0,18.54,8.17,0.3345094556561847
1345,96.24,2320.0,9.81,17.0,0.2447843468905657
1346,96.47,2372.0,20.44,3.06,0.3874602463742144
1347,96.73,2311.0,14.74,19.52,0.23952921775651495
1348,91.91,2207.0,13.06,14.35,0.2785094732007429
1349,89.55,2280.0,11.54,16.68,0.255255827581435
1350,93.24,2055.0,10.3,16.81,0.25765433962380146
1351,93.26,2188.0,12.11,18.57,0.2449966726674821
1352,97.29,2589.0,5.01,18.78,0.21220402718378667
1353,94.77,2397.0,4.79,21.18,0.20319038398792102
1354,94.85,2051.0,11.14,15.18,0.2715755203542179
1355,91.31,1955.0,14.81,10.34,0.325870838272642
1356,91.38,2192.0,3.13,8.97,0.293737238760354
1357,95.17,2376.0,3.06,18.84,0.2146183127041202
1358,95.27,2098.0,8.48,15.78,0.25820874547664563
1359,92.85,2383.0,8.59,18.03,0.23364030148743997
1360,94.65,2254.0,10.15,11.65,0.28865190594388557
1361,94.24,2236.0,20.89,7.34,0.3574343605693428
1362,93.41,2354.0,3.8,16.14,0.23569222246184984
1363,98.21,2346.0,8.64,17.21,0.23882701878945822
1364,92.31,2333.0,5.17,12.74,0.26471106476356826
1365,95.07,2547.0,4.2,19.91,0.20520736349257301
1366,91.76,2000.0,15.48,1.73,0.40198637683454896
1367,92.79,2336.0,16.33,6.95,0.34313514385354116
1368,94.2,2199.0,2.52,13.09,0.25922061642859695
1369,92.92,2273.0,14.14,12.26,0.2950081169952464
1370,92.96,2263.0,19.46,6.48,0.35994446894693094
1371,92.45,2174.0,13.57,3.14,0.3750633687542865
1372,94.17,1888.0,16.94,9.23,0.34333216914771364
1374,94.33,2216.0,8.1,18.98,0.23094639171787612
1375,94.29,2269.0,9.28,17.75,0.24058358299530916
1376,95.87,2142.0,19.53,3.54,0.39048188906591896
1377,93.5,2017.0,4.03,15.99,0.24867713308719958
1378,95.46,2217.0,15.92,12.07,0.30276565055001664
1379,93.2,2161.0,8.54,17.69,0.2431822605230394
1380,96.05,2278.0,5.85,17.06,0.23599530863603585
1381,93.55,2464.0,11.31,2.25,0.36291472252015944
1382,95.54,1994.0,3.88,15.66,0.2507318829432945
1383,93.63,2521.0,8.37,15.81,0.24365681451377172
1384,95.12,2697.0,3.57,18.66,0.20710163225329403
1385,94.53,2275.0,8.48,15.12,0.25707718401243795
1386,93.99,1996.0,16.23,9.29,0.33626257685887073
1387,91.99,2420.0,7.79,13.96,0.25959407956157543
1388,93.87,2248.0,10.88,10.5,0.30040404981157537
1389,94.01,2118.0,13.0,12.78,0.2931476225415235
1390,95.88,2276.0,11.09,15.98,0.2570523662646323
1391,94.34,2269.0,7.81,14.31,0.2615640312498048
1392,93.72,2288.0,2.55,14.69,0.24483156865026467
1393,92.63,2253.0,6.59,20.93,0.21385990874006056
1394,93.88,2477.0,7.57,16.97,0.23497566098827619
1395,96.17,2411.0,11.54,20.22,0.2239131582287539
1396,93.0,1918.0,14.75,13.84,0.2977228602878113
1397,92.02,1862.0,6.77,14.55,0.2725209001057126
1398,88.12,1761.0,13.44,6.57,0.3636785941661676
1399,97.64,2140.0,8.64,18.78,0.23501006425482318
1400,89.46,2159.0,7.63,24.51,0.197587533799226
1401,93.06,2261.0,11.51,10.53,0.30178688150514943
1402,95.97,2449.0,6.7,7.02,0.30788646916575774
1403,94.3,2520.0,5.84,18.63,0.21818512417096425
1404,95.73,2092.0,16.65,11.31,0.31591529285692493
1405,89.99,1927.0,8.26,11.54,0.29850484881844913
1406,93.67,2253.0,4.33,20.33,0.2122218124415266
1407,92.87,2110.0,18.43,9.68,0.33540492098151364
1408,96.65,2547.0,7.82,14.67,0.24841696244009973
1409,97.14,2144.0,14.38,10.97,0.30943798874573725
1410,95.11,2291.0,11.72,15.31,0.2633923828748254
1411,93.63,2232.0,6.11,16.02,0.24631962630011195
1412,94.67,2045.0,12.43,15.34,0.27413235914114104
1413,92.28,2247.0,4.34,18.11,0.22746316445902834
1414,92.77,2041.0,10.39,17.99,0.24998487262586366
1415,93.67,2270.0,14.56,3.56,0.36978359109862863
1416,90.87,2324.0,7.39,17.39,0.23774406317185273
1417,93.25,2298.0,9.45,19.37,0.22924492412433076
1418,95.37,2562.0,7.44,13.59,0.2551700753586051
1419,88.55,2151.0,13.04,14.03,0.2843044073430903
1420,93.28,2362.0,0.76,16.12,0.2282344534205645
1421,94.97,2262.0,0.4,18.41,0.21489012905701368
1422,98.77,2309.0,10.84,16.35,0.25152975109900916
1423,92.64,2132.0,6.16,16.92,0.24382251084416098
1424,93.06,2013.0,3.42,12.81,0.27078709665293166
1425,96.09,2130.0,7.47,17.42,0.24244744349820563
1426,94.79,2547.0,9.19,20.22,0.21459585095172806
1427,85.73,2025.0,16.24,5.74,0.369677384948995
1428,92.36,1923.0,9.19,14.81,0.2747319681075272
1429,94.81,2047.0,18.1,6.27,0.3659078205566425
1430,96.16,2340.0,12.19,16.84,0.2513141529917612
1431,94.23,2161.0,16.52,4.43,0.3726748375787167
1432,88.4,2091.0,11.08,14.15,0.2802612552614399
1433,95.63,2099.0,9.53,15.86,0.2602000715771467
1434,91.85,2082.0,15.72,4.87,0.3706450897545644
1435,97.35,2573.0,7.7,20.07,0.21054793388915294
1436,93.71,2572.0,7.3,23.13,0.19198153391514183
1437,91.69,2144.0,17.99,7.56,0.35145079340750585
1438,95.52,2040.0,6.42,16.96,0.246319520619971
1439,90.82,1937.0,17.07,5.4,0.37690396907266516
1440,92.47,2506.0,5.44,17.91,0.22302847348531474
1441,93.08,1951.0,0.62,18.91,0.22252695277354465
1442,92.42,2096.0,11.66,14.42,0.2780528763042924
1443,96.63,2307.0,1.74,15.04,0.23870082206952836
1444,98.1,2527.0,5.4,9.89,0.2776729619828443
1445,95.12,2073.0,4.36,17.34,0.23753041501965197
1446,95.7,2275.0,12.45,13.9,0.276349879498162
1447,92.72,2388.0,11.56,17.12,0.24726666047521903
1448,97.4,2119.0,2.39,15.56,0.24273990858593197
1449,93.27,2389.0,5.29,15.9,0.23991607870392107
1450,93.86,2435.0,1.01,19.06,0.20717520704843817
1451,91.02,2309.0,3.72,14.43,0.24988372838361234
1452,94.38,2158.0,14.53,13.68,0.28867210672764404
1453,93.93,2649.0,5.56,11.81,0.26077304174813704
1454,91.75,2072.0,8.21,15.22,0.26384543989355647
1455,93.41,2325.0,8.02,14.45,0.2594348802657264
1456,93.5,2118.0,1.51,12.38,0.2649599316086941
1457,90.42,2044.0,14.52,10.25,0.322539197331671
1458,92.27,1997.0,15.68,4.59,0.3765037137941525
1459,94.08,2086.0,5.51,17.3,0.24058091416298388
1460,97.11,1945.0,4.71,16.5,0.2479588247118868
1461,93.8,1941.0,14.82,14.68,0.290051961294768
1462,92.53,2458.0,3.47,17.53,0.22241362111002852
1463,95.21,2035.0,17.87,12.66,0.31083632139944384
1464,95.73,2237.0,5.24,9.2,0.2944439351943044
1465,90.86,2246.0,17.2,10.93,0.3165439802668134
1466,95.72,2415.0,0.86,17.82,0.214766262578129
1467,94.12,2040.0,8.54,17.56,0.24790944323978212
1468,94.69,2179.0,7.29,17.83,0.2379714660581309
1469,93.52,2179.0,4.79,17.76,0.23272549999932277
1470,95.19,2062.0,15.67,5.99,0.35993038121737353
1471,90.17,2248.0,19.35,11.15,0.32127781430987623
1472,95.87,2056.0,12.74,5.4,0.355910519741426
1473,92.91,1824.0,11.99,14.3,0.2898956556152031
1474,96.92,2221.0,2.83,12.82,0.26025122188957367
1475,99.38,2356.0,6.12,17.46,0.2302193378473134
1476,98.41,2411.0,16.88,9.54,0.31745188979668515
1477,95.02,1943.0,13.86,7.95,0.34228127781232626
1478,92.06,2016.0,8.82,16.95,0.2545865924943277
1479,92.47,2294.0,7.01,14.48,0.258012641250626
1480,93.61,2134.0,4.65,16.27,0.24421412623947023
1481,93.98,2095.0,12.72,7.53,0.33657242378888924
1482,96.21,2146.0,9.52,15.91,0.25793423981312774
1483,93.11,1916.0,15.58,4.23,0.38256747507087296
1484,97.73,2227.0,8.24,18.32,0.2342877411700212
1485,93.91,2279.0,10.78,15.37,0.261337541832948
1486,93.08,1965.0,4.44,17.25,0.24269147698940755
1487,96.66,2113.0,7.08,16.54,0.24808220079017645
1488,94.44,1948.0,1.76,16.05,0.24453634568661292
1489,96.27,2350.0,7.43,17.25,0.23609753479751341
1490,92.79,1961.0,4.61,19.02,0.23109033733979653
1491,92.99,1765.0,13.23,-4.49,0.46289707143650366
1492,93.38,2377.0,5.06,18.32,0.22322856575441977
1493,94.57,2182.0,4.22,14.6,0.2530767600888322
1494,93.21,2358.0,10.73,12.04,0.28385861342341573
1495,92.89,2573.0,-1.11,14.98,0.2247437403965482
1496,90.83,2414.0,4.94,17.12,0.23065578424150052
1497,94.25,2194.0,15.04,7.65,0.33841914683596835
1498,93.06,2032.0,-0.72,17.58,0.22562302941890885
1499,93.37,2215.0,17.7,11.29,0.3152425836965781
1500,95.16,2342.0,4.64,21.85,0.2002416146484643
1501,91.59,2340.0,11.34,17.86,0.24349716517811887
1502,96.95,2326.0,9.52,15.19,0.2566017246863015
1503,98.06,2245.0,6.36,14.92,0.2528273057412749
1504,96.26,2461.0,8.66,18.01,0.23023752158773142
1505,95.12,2122.0,7.64,13.54,0.27188310733364673
1506,94.47,1995.0,14.29,6.39,0.355241362837175
1507,94.16,2144.0,17.21,10.37,0.32397058027367354
1508,95.63,2416.0,7.19,17.46,0.23210773665547502
1509,92.91,2260.0,9.14,19.2,0.23100417904729376
1510,95.49,2443.0,10.72,15.92,0.2508468548237108
1511,96.77,2137.0,5.5,15.11,0.25345906836018983
1512,95.41,2264.0,7.03,17.71,0.23508916057498508
1513,95.26,2251.0,11.55,12.35,0.2869416845568124
1514,96.86,2420.0,13.11,16.31,0.25448266081436377
1515,95.71,2543.0,11.42,15.7,0.2506829660988114
1516,85.54,2122.0,17.29,1.9,0.4037794539396078
1517,93.23,2244.0,7.06,15.11,0.2550225734248582
1518,98.56,2332.0,17.87,11.12,0.3103957445623419
1519,95.96,2402.0,15.18,5.2,0.3506569760297321
1520,92.71,2512.0,2.27,21.86,0.19090957733804415
1521,95.05,2296.0,5.59,20.12,0.21468494022973852
1522,93.44,2310.0,15.93,12.25,0.298548355247401
1523,92.79,2116.0,11.47,13.38,0.284696599078414
1524,91.38,2634.0,10.42,17.9,0.23122559081858055
1525,90.87,2254.0,11.47,18.99,0.239047923298518
1526,94.41,2562.0,7.57,16.42,0.23576887376261757
1527,93.71,2235.0,9.41,18.06,0.24008290815533698
1528,90.58,2192.0,7.65,16.49,0.24932365453200764
1529,94.2,2140.0,7.47,17.45,0.24255559362819135
1530,92.25,2200.0,3.04,12.44,0.2660923976914706
1531,92.63,2213.0,8.46,16.16,0.25231523790973337
1532,91.98,1973.0,3.49,14.51,0.260114459120242
1533,95.24,2300.0,10.61,16.7,0.24999020801671526
1534,93.92,2330.0,7.99,15.66,0.25020062307629154
1535,95.67,2266.0,3.85,19.06,0.21828892796939667
1536,93.03,2345.0,7.69,17.71,0.2348339039900956
1537,96.0,2141.0,18.49,12.7,0.30782321832354254
1538,95.08,2274.0,9.68,17.49,0.24296456157435922
1539,94.6,2760.0,4.86,11.16,0.25955095228049757
1540,98.81,2350.0,10.19,16.5,0.24736916806786616
1541,93.53,2227.0,8.36,14.62,0.26250894818384135
1542,92.78,2484.0,7.99,17.0,0.23594150059598393
1543,98.29,2285.0,17.11,7.06,0.3443502123427029
1544,94.35,2364.0,0.59,15.34,0.23269685314237712
1545,91.87,2369.0,4.37,12.8,0.2610315608435664
1546,92.01,2132.0,3.93,14.46,0.2560116615234409
1547,98.67,2027.0,18.43,9.71,0.3361078078839737
1548,90.21,2126.0,12.64,13.61,0.28677229828987505
1549,91.89,2178.0,15.01,9.33,0.3257041711453218
1550,92.85,2571.0,10.9,2.9,0.35169641780336736
1551,88.32,2203.0,5.78,17.58,0.2373649892337578
1552,92.15,2339.0,2.74,19.58,0.21123879953085592
1553,93.71,1877.0,12.02,14.86,0.28328934112278586
1554,93.36,2216.0,9.48,17.47,0.24517480563925279
1555,93.0,2411.0,14.78,9.9,0.31052859638476527
1556,94.56,2237.0,1.45,9.93,0.2786322943038508
1557,91.53,2135.0,7.34,15.35,0.25844075177467557
1558,98.27,2182.0,9.59,13.18,0.27652620717131754
1559,94.38,1906.0,13.11,7.23,0.348018712805201
1560,90.81,2043.0,13.64,9.46,0.3264222616143995
1561,93.49,2104.0,14.86,9.89,0.3228790942835229
1562,98.18,2406.0,17.3,7.94,0.3324433475171152
1563,95.4,2172.0,9.46,15.79,0.25803466944751136
